,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
102,lz37rh82,281b4272005dbc998e36b034b7fb528c9ba038cd,PMC,s-RT-MELT for rapid mutation scanning using enzymatic selection and real time DNA-melting: new potential for multiplex genetic analysis,10.1093/nar/gkm403,PMC1919510,17545195,cc-by-nc,"The rapidly growing understanding of human genetic pathways, including those that mediate cancer biology and drug response, leads to an increasing need for extensive and reliable mutation screening on a population or on a single patient basis. Here we describe s-RT-MELT, a novel technology that enables highly expanded enzymatic mutation scanning in human samples for germline or low-level somatic mutations, or for SNP discovery. GC-clamp-containing PCR products from interrogated and wild-type samples are hybridized to generate mismatches at the positions of mutations over one or multiple sequences in-parallel. Mismatches are converted to double-strand breaks using a DNA endonuclease (Surveyor™) and oligonucleotide tails are enzymatically attached at the position of mutations. A novel application of PCR enables selective amplification of mutation-containing DNA fragments. Subsequently, melting curve analysis, on conventional or nano-technology real-time PCR platforms, detects the samples that contain mutations in a high-throughput and closed-tube manner. We apply s-RT-MELT in the screening of p53 and EGFR mutations in cell lines and clinical samples and demonstrate its advantages for rapid, multiplexed mutation scanning in cancer and for genetic variation screening in biology and medicine.",2007-06-01,"Li, Jin; Berbeco, Ross; Distel, Robert J.; Jänne, Pasi A.; Wang, Lilin; Makrigiorgos, G. Mike",Nucleic Acids Res,,,,document_parses/pdf_json/281b4272005dbc998e36b034b7fb528c9ba038cd.json,document_parses/pmc_json/PMC1919510.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1919510/,
103,n9sih438,4994fa72322bbf19120592304d92629226948d8e,PMC,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,10.1371/journal.pone.0000645,PMC1920550,17653272,cc-by,"To identify malaria antigens for vaccine development, we selected α-helical coiled coil domains of proteins predicted to be present in the parasite erythrocytic stage. The corresponding synthetic peptides are expected to mimic structurally “native” epitopes. Indeed the 95 chemically synthesized peptides were all specifically recognized by human immune sera, though at various prevalence. Peptide specific antibodies were obtained both by affinity-purification from malaria immune sera and by immunization of mice. These antibodies did not show significant cross reactions, i.e., they were specific for the original peptide, reacted with native parasite proteins in infected erythrocytes and several were active in inhibiting in vitro parasite growth. Circular dichroism studies indicated that the selected peptides assumed partial or high α-helical content. Thus, we demonstrate that the bioinformatics/chemical synthesis approach described here can lead to the rapid identification of molecules which target biologically active antibodies, thus identifying suitable vaccine candidates. This strategy can be, in principle, extended to vaccine discovery in a wide range of other pathogens.",2007-07-25,"Villard, Viviane; Agak, George W.; Frank, Géraldine; Jafarshad, Ali; Servis, Catherine; Nébié, Issa; Sirima, Sodiomon B.; Felger, Ingrid; Arevalo-Herrera, Myriam; Herrera, Socrates; Heitz, Frederic; Bäcker, Volker; Druilhe, Pierre; Kajava, Andrey V.; Corradin, Giampietro",PLoS One,,,,document_parses/pdf_json/4994fa72322bbf19120592304d92629226948d8e.json,document_parses/pmc_json/PMC1920550.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1920550/,
104,be8rxglx,d47eb01f2085b582008bb1ff7c604355c5f4c582,PMC,FluGenome: a web tool for genotyping influenza A virus,10.1093/nar/gkm365,PMC1933150,17537820,cc-by-nc,"Influenza A viruses are hosted by numerous avian and mammalian species, which have shaped their evolution into distinct lineages worldwide. The viral genome consists of eight RNA segments that are frequently exchanged between different viruses via a process known as genetic reassortment. A complete genotype nomenclature is essential to describe gene segment reassortment. Specialized bioinformatic tools to analyze reassortment are not available, which hampers progress in understanding its role in host range, virulence and transmissibility of influenza viruses. To meet this need, we have developed a nomenclature to name influenza A genotypes and implemented a web server, FluGenome (http://www.flugenome.org/), for the assignment of lineages and genotypes. FluGenome provides functions for the user to interrogate the database in different modalities and get detailed reports on lineages and genotypes. These features make FluGenome unique in its ability to automatically detect genotype differences attributable to reassortment events in influenza A virus evolution.",2007-05-30,"Lu, Guoqing; Rowley, Thaine; Garten, Rebecca; Donis, Ruben O.",Nucleic Acids Res,,,,document_parses/pdf_json/d47eb01f2085b582008bb1ff7c604355c5f4c582.json,document_parses/pmc_json/PMC1933150.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1933150/,
105,2ks9iimj,555bbbbd23da02c97c6a4238937e31b5781438a9,PMC,Influenza pandemic intervention planning using InfluSim: pharmaceutical and non- pharmaceutical interventions,10.1186/1471-2334-7-76,PMC1939851,17629919,cc-by,"BACKGROUND: Influenza pandemic preparedness plans are currently developed and refined on national and international levels. Much attention has been given to the administration of antiviral drugs, but contact reduction can also be an effective part of mitigation strategies and has the advantage to be not limited per se. The effectiveness of these interventions depends on various factors which must be explored by sensitivity analyses, based on mathematical models. METHODS: We use the freely available planning tool InfluSim to investigate how pharmaceutical and non-pharmaceutical interventions can mitigate an influenza pandemic. In particular, we examine how intervention schedules, restricted stockpiles and contact reduction (social distancing measures and isolation of cases) determine the course of a pandemic wave and the success of interventions. RESULTS: A timely application of antiviral drugs combined with a quick implementation of contact reduction measures is required to substantially protract the peak of the epidemic and reduce its height. Delays in the initiation of antiviral treatment (e.g. because of parsimonious use of a limited stockpile) result in much more pessimistic outcomes and can even lead to the paradoxical effect that the stockpile is depleted earlier compared to early distribution of antiviral drugs. CONCLUSION: Pharmaceutical and non-pharmaceutical measures should not be used exclusively. The protraction of the pandemic wave is essential to win time while waiting for vaccine development and production. However, it is the height of the peak of an epidemic which can easily overtax general practitioners, hospitals or even whole public health systems, causing bottlenecks in basic and emergency medical care.",2007-07-13,"Duerr, Hans P; Brockmann, Stefan O; Piechotowski, Isolde; Schwehm, Markus; Eichner, Martin",BMC Infect Dis,,,,document_parses/pdf_json/555bbbbd23da02c97c6a4238937e31b5781438a9.json,document_parses/pmc_json/PMC1939851.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1939851/,
106,1n69h3i3,bada3cc0577a226694617d77f95ac443c6431969,PMC,DNA Vaccines against Protozoan Parasites: Advances and Challenges,10.1155/2007/90520,PMC1940056,17710244,no-cc,"Over the past 15 years, DNA vaccines have gone from a scientific curiosity to one of the most dynamic research field and may offer new alternatives for the control of parasitic diseases such as leishmaniasis and Chagas disease. We review here some of the advances and challenges for the development of DNA vaccines against these diseases. Many studies have validated the concept of using DNA vaccines for both protection and therapy against these protozoan parasites in a variety of mouse models. The challenge now is to translate what has been achieved in these models into veterinary or human vaccines of comparable efficacy. Also, genome-mining and new antigen discovery strategies may provide new tools for a more rational search of novel vaccine candidates.",2007-06-24,"Dumonteil, Eric",J Biomed Biotechnol,,,,document_parses/pdf_json/bada3cc0577a226694617d77f95ac443c6431969.json,document_parses/pmc_json/PMC1940056.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1940056/,
107,yfn8sy1m,b6eed04e43ad653c06247b10ab05d03bdccf04bc,PMC,Estimating Individual and Household Reproduction Numbers in an Emerging Epidemic,10.1371/journal.pone.0000758,PMC1950082,17712406,cc-by,"Reproduction numbers, defined as averages of the number of people infected by a typical case, play a central role in tracking infectious disease outbreaks. The aim of this paper is to develop methods for estimating reproduction numbers which are simple enough that they could be applied with limited data or in real time during an outbreak. I present a new estimator for the individual reproduction number, which describes the state of the epidemic at a point in time rather than tracking individuals over time, and discuss some potential benefits. Then, to capture more of the detail that micro-simulations have shown is important in outbreak dynamics, I analyse a model of transmission within and between households, and develop a method to estimate the household reproduction number, defined as the number of households infected by each infected household. This method is validated by numerical simulations of the spread of influenza and measles using historical data, and estimates are obtained for would-be emerging epidemics of these viruses. I argue that the household reproduction number is useful in assessing the impact of measures that target the household for isolation, quarantine, vaccination or prophylactic treatment, and measures such as social distancing and school or workplace closures which limit between-household transmission, all of which play a key role in current thinking on future infectious disease mitigation.",2007-08-22,"Fraser, Christophe",PLoS One,,,,document_parses/pdf_json/b6eed04e43ad653c06247b10ab05d03bdccf04bc.json,document_parses/pmc_json/PMC1950082.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1950082/,
108,cbl00d50,fb3c146b1766b4aa33df1637742bf93159967289,PMC,Natural Killer Cells Promote Early CD8 T Cell Responses against Cytomegalovirus,10.1371/journal.ppat.0030123,PMC1950948,17722980,cc-by,"Understanding the mechanisms that help promote protective immune responses to pathogens is a major challenge in biomedical research and an important goal for the design of innovative therapeutic or vaccination strategies. While natural killer (NK) cells can directly contribute to the control of viral replication, whether, and how, they may help orchestrate global antiviral defense is largely unknown. To address this question, we took advantage of the well-defined molecular interactions involved in the recognition of mouse cytomegalovirus (MCMV) by NK cells. By using congenic or mutant mice and wild-type versus genetically engineered viruses, we examined the consequences on antiviral CD8 T cell responses of specific defects in the ability of the NK cells to control MCMV. This system allowed us to demonstrate, to our knowledge for the first time, that NK cells accelerate CD8 T cell responses against a viral infection in vivo. Moreover, we identify the underlying mechanism as the ability of NK cells to limit IFN-α/β production to levels not immunosuppressive to the host. This is achieved through the early control of cytomegalovirus, which dramatically reduces the activation of plasmacytoid dendritic cells (pDCs) for cytokine production, preserves the conventional dendritic cell (cDC) compartment, and accelerates antiviral CD8 T cell responses. Conversely, exogenous IFN-α administration in resistant animals ablates cDCs and delays CD8 T cell activation in the face of NK cell control of viral replication. Collectively, our data demonstrate that the ability of NK cells to respond very early to cytomegalovirus infection critically contributes to balance the intensity of other innate immune responses, which dampens early immunopathology and promotes optimal initiation of antiviral CD8 T cell responses. Thus, the extent to which NK cell responses benefit the host goes beyond their direct antiviral effects and extends to the prevention of innate cytokine shock and to the promotion of adaptive immunity.",2007-08-24,"Robbins, Scott H; Bessou, Gilles; Cornillon, Amélie; Zucchini, Nicolas; Rupp, Brigitte; Ruzsics, Zsolt; Sacher, Torsten; Tomasello, Elena; Vivier, Eric; Koszinowski, Ulrich H; Dalod, Marc",PLoS Pathog,,,,document_parses/pdf_json/fb3c146b1766b4aa33df1637742bf93159967289.json,document_parses/pmc_json/PMC1950948.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1950948/,
109,dh9n3j23,c7c4b98517819b787b89bfeee835280593dbf035,PMC,"The Trojan Chicken Study, Minnesota",10.3201/eid1205.050790,PMC1952212,16704840,no-cc,We conducted a study in the summer of 2004 at county fairs in the Midwest to investigate the role poultry exhibits have in spreading avian pathogens to humans. A nearly invisible powder (pathogen surrogate) that fluoresces under UV light was surreptitiously sprinkled each day on 1 show bird at each of 2 fairs. A UV light box was used to daily examine the hands of 94 poultry-exhibit participants (blinded regarding UV box results) for up to 4 days during the poultry shows. Enrollment and end-of-study questionnaires collected data on pathogen risk factors. Eight (8.5%) of 94 participants had evidence of fluorescent powder contamination (95% confidence interval 2.76%–14.26%). This contamination and infrequent handwashing practices suggest that county fairs are a possible venue for animal-to-human pathogen transmission.,2006-05-01,"Olson, Sandra R.; Gray, Gregory C.",Emerg Infect Dis,,,,document_parses/pdf_json/c7c4b98517819b787b89bfeee835280593dbf035.json,document_parses/pmc_json/PMC1952212.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1952212/,
110,yya6w976,2cb33d91e61ad2b33159d68996a0772478612ce8,PMC,The Restriction of Zoonotic PERV Transmission by Human APOBEC3G,10.1371/journal.pone.0000893,PMC1963317,17849022,cc-by,"The human APOBEC3G protein is an innate anti-viral factor that can dominantly inhibit the replication of some endogenous and exogenous retroviruses. The prospects of purposefully harnessing such an anti-viral defense are under investigation. Here, long-term co-culture experiments were used to show that porcine endogenous retrovirus (PERV) transmission from pig to human cells is reduced to nearly undetectable levels by expressing human APOBEC3G in virus-producing pig kidney cells. Inhibition occurred by a deamination-independent mechanism, likely after particle production but before the virus could immortalize by integration into human genomic DNA. PERV inhibition did not require the DNA cytosine deaminase activity of APOBEC3G and, correspondingly, APOBEC3G-attributable hypermutations were not detected. In contrast, over-expression of the sole endogenous APOBEC3 protein of pigs failed to interfere significantly with PERV transmission. Together, these data constitute the first proof-of-principle demonstration that APOBEC3 proteins can be used to fortify the innate anti-viral defenses of cells to prevent the zoonotic transmission of an endogenous retrovirus. These studies suggest that human APOBEC3G-transgenic pigs will provide safer, PERV-less xenotransplantation resources and that analogous cross-species APOBEC3-dependent restriction strategies may be useful for thwarting other endogenous as well as exogenous retrovirus infections.",2007-09-12,"Jónsson, Stefán R.; LaRue, Rebecca S.; Stenglein, Mark D.; Fahrenkrug, Scott C.; Andrésdóttir, Valgerdur; Harris, Reuben S.",PLoS One,,,,document_parses/pdf_json/2cb33d91e61ad2b33159d68996a0772478612ce8.json,document_parses/pmc_json/PMC1963317.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1963317/,
111,wm4c7rk6,33e17e2a998f1757142ba1df9058e67f360688c4,PMC,Experimental infection of H5N1 HPAI in BALB/c mice,10.1186/1743-422x-4-77,PMC1973068,17662125,cc-by,"BACKGROUND: In 2005 huge epizooty of H5N1 HPAI occurred in Russia. It had been clear that territory of Russia becoming endemic for H5N1 HPAI. In 2006 several outbreaks have occurred. To develop new vaccines and antiviral therapies, animal models had to be investigated. We choose highly pathogenic strain for these studies. RESULTS: A/duck/Tuva/01/06 belongs to Quinghai-like group viruses. Molecular markers – cleavage site, K627 in PB2 characterize this virus as highly pathogenic. This data was confirmed by direct pathogenic tests: IVPI = 3.0, MLD(50 )= 1,4Log10EID(50). Also molecular analysis showed sensivity of the virus to adamantanes and neuraminidase inhibitors. Serological analysis showed wide cross-reactivity of this virus with sera produced to H5N1 HPAI viruses isolated earlier in South-East Asia. Mean time to death of infected animals was 8,19+/-0,18 days. First time acute delayed hemorrhagic syndrome was observed in mice lethal model. Hypercytokinemia was determined by elevated sera levels of IFN-gamma, IL-6, IL-10. CONCLUSION: Assuming all obtained data we can conclude that basic model parameters were characterized and virus A/duck/Tuva/01/06 can be used to evaluate anti-influenza vaccines and therapeutics.",2007-07-27,"Evseenko, Vasily A; Bukin, Eugeny K; Zaykovskaya, Anna V; Sharshov, Kirill A; Ternovoi, Vladimir A; Ignatyev, George M; Shestopalov, Alexander M",Virol J,,,,document_parses/pdf_json/33e17e2a998f1757142ba1df9058e67f360688c4.json,document_parses/pmc_json/PMC1973068.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1973068/,
112,9zm4per4,fb77f295f754abf6a7e99a90dad5626180c5b177; 8d14b700a065187eb4d8b01e0e9b6e3e37e5d09b; 898be097851a56d857d6cdb8ccbbdd3666eb4963,PMC,Prediction of RNA Pseudoknots Using Heuristic Modeling with Mapping and Sequential Folding,10.1371/journal.pone.0000905,PMC1975678,17878940,cc-by,"Predicting RNA secondary structure is often the first step to determining the structure of RNA. Prediction approaches have historically avoided searching for pseudoknots because of the extreme combinatorial and time complexity of the problem. Yet neglecting pseudoknots limits the utility of such approaches. Here, an algorithm utilizing structure mapping and thermodynamics is introduced for RNA pseudoknot prediction that finds the minimum free energy and identifies information about the flexibility of the RNA. The heuristic approach takes advantage of the 5′ to 3′ folding direction of many biological RNA molecules and is consistent with the hierarchical folding hypothesis and the contact order model. Mapping methods are used to build and analyze the folded structure for pseudoknots and to add important 3D structural considerations. The program can predict some well known pseudoknot structures correctly. The results of this study suggest that many functional RNA sequences are optimized for proper folding. They also suggest directions we can proceed in the future to achieve even better results.",2007-09-19,"Dawson, Wayne K.; Fujiwara, Kazuya; Kawai, Gota",PLoS One,,,,document_parses/pdf_json/fb77f295f754abf6a7e99a90dad5626180c5b177.json; document_parses/pdf_json/8d14b700a065187eb4d8b01e0e9b6e3e37e5d09b.json; document_parses/pdf_json/898be097851a56d857d6cdb8ccbbdd3666eb4963.json,document_parses/pmc_json/PMC1975678.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1975678/,
113,noscodew,d429ec26fa0c9d7bcb427bd485a6ae042add26cc,PMC,Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,10.1093/nar/gkm478,PMC1976451,17670797,cc-by-nc,"Arginine-rich cell-penetrating peptides (CPPs) are promising transporters for intracellular delivery of antisense morpholino oligomers (PMO). Here, we determined the effect of L-arginine, D-arginine and non-α amino acids on cellular uptake, splice-correction activity, cellular toxicity and serum binding for 24 CPP−PMOs. Insertion of 6-aminohexanoic acid (X) or β-alanine (B) residues into oligoarginine R(8) decreased the cellular uptake but increased the splice-correction activity of the resulting compound, with a greater increase for the sequences containing more X residues. Cellular toxicity was not observed for any of the conjugates up to 10 μM. Up to 60 μM, only the conjugates with ⩾ 5 Xs exhibited time- and concentration-dependent toxicity. Substitution of L-arginine with D-arginine did not increase uptake or splice-correction activity. High concentration of serum significantly decreased the uptake and splice-correction activity of oligoarginine conjugates, but had much less effect on the conjugates containing X or B. In summary, incorporation of X/B into oligoarginine enhanced the antisense activity and serum-binding profile of CPP−PMO. Toxicity of X/B-containing conjugates was affected by the number of Xs, treatment time and concentration. More active, stable and less toxic CPPs can be designed by optimizing the position and number of R, D-R, X and B residues.",2007-08-01,"Wu, Rebecca P.; Youngblood, Derek S.; Hassinger, Jed N.; Lovejoy, Candace E.; Nelson, Michelle H.; Iversen, Patrick L.; Moulton, Hong M.",Nucleic Acids Res,,,,document_parses/pdf_json/d429ec26fa0c9d7bcb427bd485a6ae042add26cc.json,document_parses/pmc_json/PMC1976451.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1976451/,
114,kdws9vn2,234416d7f977ec43afa7534aef0be6262e17f9e4,PMC,"Lost in the World of Functional Genomics, Systems Biology, and Translational Research: Is There Life after the Milstein Award?",10.1016/j.cytogfr.2007.06.019,PMC1994668,17681845,green-oa,"We've always wanted to save the world from the scourges of virus infection by developing better drugs and vaccines. But fully understanding the intricacies of virus-host interactions, the first step in achieving this goal, requires the ability to view the process on a grand scale. The advent of high-throughput technologies, such as DNA microarrays and mass spectrometry, provided the first opportunities to obtain such a view. Here we describe our efforts to use these tools to focus on the changes in cellular gene expression and protein abundance that occur in response to virus infection. By examining these changes in a comprehensive manner, we have been able to discover exciting new insights into innate immunity, interferon and cytokine signaling, and the strategies used by viruses to overcome these cellular defenses. Functional genomics may yet save the world from killer viruses.",2007-10-01,"Katze, Michael G.; Korth, Marcus J.",Cytokine & Growth Factor Reviews,,,,document_parses/pdf_json/234416d7f977ec43afa7534aef0be6262e17f9e4.json,document_parses/pmc_json/PMC1994668.xml.json,http://europepmc.org/articles/pmc1994668?pdf=render,
115,gyzbzx53,6ff8826ca04c185f3a88ab4b0d5a912aea4ab1a6,PMC,Electrospray ionisation-cleavable tandem nucleic acid mass tag–peptide nucleic acid conjugates: synthesis and applications to quantitative genomic analysis using electrospray ionisation-MS/MS,10.1093/nar/gkl1123,PMC1994780,17259215,cc-by-nc,"The synthesis and characterization of isotopomer tandem nucleic acid mass tag–peptide nucleic acid (TNT–PNA) conjugates is described along with their use as electrospray ionisation-cleavable (ESI-Cleavable) hybridization probes for the detection and quantification of target DNA sequences by electrospray ionisation tandem mass spectrometry (ESI-MS/MS). ESI-cleavable peptide TNT isotopomers were introduced into PNA oligonucleotide sequences in a total synthesis approach. These conjugates were evaluated as hybridization probes for the detection and quantification of immobilized synthetic target DNAs using ESI-MS/MS. In these experiments, the PNA portion of the conjugate acts as a hybridization probe, whereas the peptide TNT is released in a collision-based process during the ionization of the probe conjugate in the electrospray ion source. The cleaved TNT acts as a uniquely resolvable marker to identify and quantify a unique target DNA sequence. The method should be applicable to a wide variety of assays requiring highly multiplexed, quantitative DNA/RNA analysis, including gene expression monitoring, genetic profiling and the detection of pathogens.",2007-01-26,"Thompson, Andrew; Prescott, Mark; Chelebi, Noorhan; Smith, John; Brown, Tom; Schmidt, Günter",Nucleic Acids Res,,,,document_parses/pdf_json/6ff8826ca04c185f3a88ab4b0d5a912aea4ab1a6.json,document_parses/pmc_json/PMC1994780.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1994780/,
116,l92nlegt,e3dd1ad4bb9542f0f8fc13f5faab78ee531ae89b,PMC,Hairpin structure within the 3′UTR of DNA polymerase β mRNA acts as a post-transcriptional regulatory element and interacts with Hax-1,10.1093/nar/gkm502,PMC2018635,17704138,cc-by-nc,"Aberrant expression of DNA polymerase β, a key enzyme involved in base excision repair, leads to genetic instability and carcinogenesis. Pol β expression has been previously shown to be regulated at the level of transcription, but there is also evidence of post-transcriptional regulation, since rat transcripts undergo alternative polyadenylation, and the resulting 3′UTR contain at least one regulatory element. Data presented here indicate that RNA of the short 3′UTR folds to form a strong secondary structure (hairpin). Its regulatory role was established utilizing a luciferase-based reporter system. Further studies led to the identification of a protein factor, which binds to this element—the anti-apoptotic, cytoskeleton-related protein Hax-1. The results of in vitro binding analysis indicate that the formation of the RNA–protein complex is significantly impaired by disruption of the hairpin motif. We demonstrate that Hax-1 binds to Pol β mRNA exclusively in the form of a dimer. Biochemical analysis revealed the presence of Hax-1 in mitochondria, but also in the nuclear matrix, which, along with its transcript-binding properties, suggests that Hax-1 plays a role in post-transcriptional regulation of expression of Pol β.",2007-08-17,"Sarnowska, Elżbieta; Grzybowska, Ewa A.; Sobczak, Krzysztof; Konopiński, Ryszard; Wilczyńska, Anna; Szwarc, Maria; Sarnowski, Tomasz J.; Krzyżosiak, Włodzimierz J.; Siedlecki, Janusz A.",Nucleic Acids Res,,,,document_parses/pdf_json/e3dd1ad4bb9542f0f8fc13f5faab78ee531ae89b.json,document_parses/pmc_json/PMC2018635.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2018635/,
117,wnuqe66q,859ce5fe8d78cc11563e30669e02272ad2470d03,PMC,"Global public goods and the global health agenda: problems, priorities and potential",10.1186/1744-8603-3-9,PMC2034545,17888173,cc-by,"The 'global public good' (GPG) concept has gained increasing attention, in health as well as development circles. However, it has suffered in finding currency as a general tool for global resource mobilisation, and is at risk of being attached to almost anything promoting development. This overstretches and devalues the validity and usefulness of the concept. This paper first defines GPGs and describes the policy challenge that they pose. Second, it identifies two key areas, health R&D and communicable disease control, in which the GPG concept is clearly relevant and considers the extent to which it has been applied. We point out that that, while there have been many new initiatives, it is not clear that additional resources from non-traditional sources have been forthcoming. Yet achieving this is, in effect, the entire purpose of applying the GPG concept in global health. Moreover, the proliferation of disease-specific programs associated with GPG reasoning has tended to promote vertical interventions at the expense of more general health sector strengthening. Third, we examine two major global health policy initiatives, the Global Fund against AIDS, Tuberculosis and Malaria (GFATM) and the bundling of long-standing international health goals in the form of Millennium Development Goals (MDG), asking how the GPG perspective has contributed to defining objectives and strategies. We conclude that both initiatives are best interpreted in the context of traditional development assistance and, one-world rhetoric aside, have little to do with the challenge posed by GPGs for health. The paper concludes by considering how the GPG concept can be more effectively used to promote global health.",2007-09-22,"Smith, Richard D; MacKellar, Landis",Global Health,,,,document_parses/pdf_json/859ce5fe8d78cc11563e30669e02272ad2470d03.json,document_parses/pmc_json/PMC2034545.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2034545/,
118,zzkkm496,c4cbc868c6aa292decf1296da0f74eb496cca7ac,PMC,Outcome of paediatric intensive care survivors,10.1007/s00431-007-0573-1,PMC2039787,17823815,no-cc,"The development of paediatric intensive care has contributed to the improved survival of critically ill children. Physical and psychological sequelae and consequences for quality of life (QoL) in survivors might be significant, as has been determined in adult intensive care unit (ICU) survivors. Awareness of sequelae due to the original illness and its treatment may result in changes in treatment and support during and after the acute phase. To determine the current knowledge on physical and psychological sequelae and the quality of life in survivors of paediatric intensive care, we undertook a computerised comprehensive search of online databases for studies reporting sequelae in survivors of paediatric intensive care. Studies reporting sequelae in paediatric survivors of cardiothoracic surgery and trauma were excluded, as were studies reporting only mortality. All other studies reporting aspects of physical and psychological sequelae were analysed. Twenty-seven studies consisting of 3,444 survivors met the selection criteria. Distinct physical and psychological sequelae in patients have been determined and seemed to interfere with quality of life. Psychological sequelae in parents seem to be common. Small numbers, methodological limitations and quantitative and qualitative heterogeneity hamper the interpretation of data. We conclude that paediatric intensive care survivors and their parents have physical and psychological sequelae affecting quality of life. Further well-designed prospective studies evaluating sequelae of the original illness and its treatment are warranted.",2007-09-07,"Knoester, Hendrika; Grootenhuis, Martha A.; Bos, Albert P.",Eur J Pediatr,,,,document_parses/pdf_json/c4cbc868c6aa292decf1296da0f74eb496cca7ac.json,document_parses/pmc_json/PMC2039787.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2039787/,
119,sabz03c0,d4f8fcc4360079a02215dd83c280e4ff2b2363be,PMC,An evaluation of Comparative Genome Sequencing (CGS) by comparing two previously-sequenced bacterial genomes,10.1186/1471-2164-8-274,PMC2072959,17697331,cc-by,"BACKGROUND: With the development of new technology, it has recently become practical to resequence the genome of a bacterium after experimental manipulation. It is critical though to know the accuracy of the technique used, and to establish confidence that all of the mutations were detected. RESULTS: In order to evaluate the accuracy of genome resequencing using the microarray-based Comparative Genome Sequencing service provided by Nimblegen Systems Inc., we resequenced the E. coli strain W3110 Kohara using MG1655 as a reference, both of which have been completely sequenced using traditional sequencing methods. CGS detected 7 of 8 small sequence differences, one large deletion, and 9 of 12 IS element insertions present in W3110, but did not detect a large chromosomal inversion. In addition, we confirmed that CGS also detected 2 SNPs, one deletion and 7 IS element insertions that are not present in the genome sequence, which we attribute to changes that occurred after the creation of the W3110 lambda clone library. The false positive rate for SNPs was one per 244 Kb of genome sequence. CONCLUSION: CGS is an effective way to detect multiple mutations present in one bacterium relative to another, and while highly cost-effective, is prone to certain errors. Mutations occurring in repeated sequences or in sequences with a high degree of secondary structure may go undetected. It is also critical to follow up on regions of interest in which SNPs were not called because they often indicate deletions or IS element insertions.",2007-08-14,"Herring, Christopher D; Palsson, Bernhard Ø",BMC Genomics,,,,document_parses/pdf_json/d4f8fcc4360079a02215dd83c280e4ff2b2363be.json,document_parses/pmc_json/PMC2072959.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2072959/,
120,z2u5frvq,9992ffbec7c8256d057b05a858cde82d36d64ae3,PMC,Antibody-Based HIV-1 Vaccines: Recent Developments and Future Directions: A summary report from a Global HIV Vaccine Enterprise Working Group,10.1371/journal.pmed.0040348,PMC2100141,18052607,cc-by,The authors discuss humoral immune responses to HIV and approaches to designing vaccines that induce viral neutralizing and other potentially protective antibodies.,2007-12-01,"Montefiori, David; Sattentau, Quentin; Flores, Jorge; Esparza, José; Mascola, John",PLoS Med,,,,document_parses/pdf_json/9992ffbec7c8256d057b05a858cde82d36d64ae3.json,document_parses/pmc_json/PMC2100141.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2100141/,
